10,0.163,0.648,0.668,0.69,0.11,0.11,0.462,0.698,0.106,1.0779999,,
8,0.717,0.062,0.696,0.532,0.611,0.089,0.052,0.452,,,,
8,1.063,0.381,0.29,0.132,0.603,0.776,0.311,0.389,,,,
9,0.097,0.213,0.135,0.323,0.49,0.357,0.548,0.355,0.041,,,
11,0.073,0.09,0.274,0.511,0.312,0,0,0.23,1.0140001,0.173,0.175,
8,0.234,0.227,0.048,0.089,0.183,0.138,0.136,0.238,,,,
10,0.071,0.22,0.299,0.06,0.195,0.449,0.319,0.068,0.158,0.072,,
11,0.155,0.1,1.339,0.6,0.315,0.02,0.207,0.136,0.049,0.022,0.034,
12,0.332,0.272,0.261,0.233,0.425,0.268,0.055,0.053,0.478,0.323,0.064,0.045
8,0.12,0.121,0.089,0.04,0.203,0.107,0.09,0.265,,,,
11,0.494,0.501,1.618,0.345,0.342,0.473,0.541,1.9529999,1.511,0.648,0.619,
10,0.091,0.112,0.152,0.117,0.099,0.116,0.146,0.104,0.274,0.253,,
12,0.716,0.627,0.336,0.294,1.127,0.696,0.719,0.664,0.786,0.127,0.457,0.379
8,0.072,0.089,0.028,0.037,0.059,0.086,0.128,0.948,,,,
8,0.062,0.219,0.043,0.073,0.038,0.044,0.124,0.045,,,,
12,0.018,0.045,0.044,0.014,0.043,0.04,0.723,0.412,0.113,0.157,0.013,0.037
10,0.147,0.05,0.102,0.198,0.12,0.076,0.072,0.058,0.088,0.069,,
10,0.512,0.322,0.355,0.132,0.635,0.469,0.38,0.359,0.096,0.107,,
10,0.665,0.279,0.135,0.15,0.12,0.747,0.148,0.204,1.1440001,0.486,,
11,0.168,0.944,0.229,0.195,0.234,0.05,0.053,0.07,0.068,0.096,0.061,
11,0.261,0.398,0.173,0.161,0.195,0.172,0.3,0.255,0.176,0.186,0.266,
11,0.316,0.077,0.029,0.048,0.234,0.315,0.038,0.075,0.053,0.257,0.22,
10,0.048,0.099,0.07,0.085,0.08,0.195,0.137,0.147,0.11,0.087,,
8,0.347,0.041,0.027,0.107,0.124,0.119,0.112,0.037,,,,
11,0.685,1.307,1.396,1.36,0.71,1.175,0.815,0.832,1.1569999,1.58,0.324,
11,0.706,0.985,0.07,0.056,0.153,0.213,0.242,0.404,0.207,0.114,0.057,
9,0.167,1.631,0.551,0.187,0.025,0.09,0.145,0.024,0.073,,,
11,0.133,0.117,0.092,0.204,0.102,0.116,0.133,0.189,0.118,0.189,0.079,
10,0.4,0.545,0.456,0.802,0.234,0.108,0.34,0.99,0.106,0.145,,
8,0.131,0.034,0.025,0.032,0.06,0.076,0.096,0.072,,,,
8,0.122,0.029,0.239,0.151,0.33,0.158,0.06,0.067,,,,
11,1.6210001,0.207,0.114,0.89,0.153,0.114,0.12,0.092,0.121,0.09,0.493,
11,0.23,0.026,0.086,0.068,0.504,0.332,0.312,0.126,0.267,0.215,0.713,
10,0.19,0.092,0.038,0.084,0.189,0.117,0.095,0.084,0.035,0.05,,
11,0.019,0.054,0.024,0.014,0.072,0.014,0.026,0.067,0.075,0.008,0.038,
9,0,0,0,0,0,0,0,0,0,,,
8,0.083,0.049,0.107,0.012,0.03,0.027,0.008,0.155,,,,
12,0.386,0.079,0.052,0.058,0.077,0.036,0.055,0.277,0.161,0.184,0.04,0.041
12,0.236,0.261,0.055,0.088,0.452,0.133,0.665,0.669,0.281,0.323,0.146,0.24
9,0.167,0.059,0.147,0.255,0.144,0.066,0.077,0.064,0.138,,,
8,0.372,0.025,0.077,0.737,0.088,0.318,0.033,0.126,,,,
10,0.086,0.082,0.085,0.605,0.303,0.096,0.087,0.086,0.089,0.081,,
11,0.02,0.014,0.102,0.093,0.02,0.017,0.086,0.085,0.298,0.941,0.09,
8,0.261,0.335,0.223,0.108,0.121,0.074,0.185,0.092,,,,
12,0.056,0.988,1.133,0.076,0.042,0.028,0.022,0.047,0.047,0.023,0.019,0.029
11,0.324,0.116,0.109,0.09,0.088,0.09,0.785,0.117,0.115,0.044,1.033,
8,0.276,1.104,0.097,0.095,0.16,0.852,0.091,0.095,,,,
10,0.165,0.224,0.068,0.203,0.198,0.071,0.072,0.148,0.088,0.134,,
11,0.065,0.03,0.027,0.171,0.162,0.206,0.121,0.092,0.223,0.197,0.066,
8,0.046,0.178,0.056,0.034,0.035,0.241,0.032,0.027,,,,
11,0.154,0.487,0.23,0.199,0.074,0.073,0.131,0.124,0.149,0.124,0.153,
8,0.048,0.087,0.164,0.072,0.073,0.139,0.174,0.072,,,,
9,0.335,0.241,0.2,0.041,0.393,0.184,0.017,0.24,0.084,,,
11,0.097,0.124,0.288,0.325,0.272,0.06,0.105,0.167,0.185,0.057,0.044,
9,0.014,0.089,0.126,0.811,0.56,0.12,1.704,0.418,0.062,,,
10,0.221,0.148,0.276,0.031,0.118,0.063,0.066,0.077,0.226,0.432,,
12,0.058,0.049,0.031,0.083,0.057,0.102,0.074,0.142,0.09,0.074,0.084,0.231
9,0.03,0.195,0.13,0.07,0.019,0.018,0.138,0.022,0.029,,,
10,0.304,0.254,0.307,0.053,0.035,0.062,0.474,0.06,0.186,0.067,,
11,0.271,0.55,0.585,0.605,0.25,0.547,0.526,0.561,0.192,0.259,0.252,
10,0.196,0.191,1.527,0.151,0.187,0.32,0.111,0.167,0.232,0.752,,
10,0.136,0.064,0.046,0.079,0.161,0.178,0.053,0.032,0.09,0.073,,
9,0.205,0.133,0.139,0.085,0.141,0.154,0.597,0.049,0.166,,,
10,0.234,0.298,0.11,0.173,0.172,0.114,0.887,0.545,0.196,0.202,,
11,0.099,0.088,0.105,0.092,0.044,0.023,0.102,0.045,0.073,0.02,0.163,
11,0.097,1.212,1.053,0.808,0.057,0.056,0.434,0.182,1.591,1.584,0.16,
12,0.148,1.4069999,0.431,0.149,0.284,0.096,0.113,0.868,0.863,0.636,0.314,0.132
8,1.239,0.305,0.186,0.158,0.159,0.334,0.755,0.341,,,,
9,0.01,0.022,0.022,0.022,0.023,0.025,0.022,0.007,0.007,,,
9,0.173,0.025,0.049,0.092,0.114,0.056,0.246,0.182,0.068,,,
11,0.264,0.26,0.333,0.352,0.268,0.252,0.084,0.162,0.776,0.229,0.097,
12,0.119,0.109,0.143,0.053,0,0.202,0.201,0.273,0.128,0.057,0,0.092
11,1.802,1.152,1.829,1.076,0.895,1.295,0.801,2.28,0.949,1.1390001,0.968,
11,0.074,0.051,0.039,0.231,0.046,0.296,0.152,0.045,0.012,0.038,0.084,
11,0,0,0.023,0,0,0,0,0,0,0.011,0,
9,0.098,1.432,1.245,0.03,0.059,0.258,0.041,0.309,0.976,,,
8,0.012,0.016,0.3,0.342,0.269,0.03,0.012,0.016,,,,
8,0.112,0.109,0.173,0.065,0.152,0.163,0.173,0.061,,,,
8,0.128,0.073,0.102,0.186,0.168,0.097,0.09,0.119,,,,
10,0.162,0.359,0.024,0.12,0.168,0.768,0.026,0.04,0.055,0.107,,
11,0.044,0.033,0.113,0.094,0.46,0.266,0.064,0.124,0.12,0.038,0.036,
9,0.257,0.14,0.074,0.164,0.141,0.826,0.319,0.053,0.148,,,
11,0.418,0.455,0.104,0.148,0.985,1.202,0.226,0.194,0.088,0.121,0.138,
10,0.485,0.175,0.175,0.213,0.21,0.32,0.392,0.206,0.11,0.274,,
8,0.049,0.048,0.044,0.043,0.044,0.055,0.357,0.045,,,,
8,0.198,0.296,0.305,0.335,0.268,0.216,0.328,0.239,,,,
12,0.042,0.058,0.053,0.65,0.05,0.063,0.037,0.033,0.514,0.086,0.059,0.055
12,0.342,0.307,0.202,0.061,0.021,0.151,0.106,0.238,0.155,0.147,0.076,0.088
12,0.083,0.057,0.04,0.017,0.056,0.037,0.041,0.025,0.032,0.023,0.035,0.186
8,0.507,0.694,1.158,0.264,1.0779999,0.576,0.878,0.918,,,,
9,0.496,0.128,0.13,0.421,0.6,0.997,0.116,0.283,0.183,,,
9,0.262,0.353,0.131,0.366,0.72,0.155,0.184,0.41,0.363,,,
10,0.033,0.088,0.05,0.04,0.07,0.062,0.082,0.167,0.04,0.081,,
11,1.212,0.357,0.313,0.603,0.483,0.314,0.593,0.4,0.491,0.107,0.101,
12,0.243,0.903,0.842,0.541,0.357,0.099,0.358,0.995,0.756,0.215,0.109,0.109
9,1.818,1.641,0.444,0.261,0.404,0.071,0.121,0.209,0.258,,,
8,0.508,0.139,0.203,0.441,0.631,0.17,0.181,0.204,,,,
10,0.01,0.01,0.137,0.05,0.048,0.162,0.051,0.05,0.01,0.01,,
10,0.111,0.11,0.044,0.098,0.097,0.117,0.433,0.272,0.238,0.248,,
10,0.207,1.9910001,0.445,0.187,0.203,1.0039999,0.621,0.548,0.237,0.392,,
11,0.062,0.816,0.042,0.053,0.218,0.455,0.255,0.096,0.061,0.007,0.181,
10,1.087,0.132,0.147,0.168,0.66,1.835,1.832,0.192,0.13,0.266,,
11,0.549,0.441,0.139,0.149,0.338,0.87,0.786,0.654,0.124,0.264,0.214,
10,1.105,1.365,1.84,0.325,0.222,0.99,2.6719999,0.223,0.133,1.841,,
10,0.121,0.239,0.087,0.111,0.09,0.118,0.221,0.154,0.149,0.192,,
9,0.156,0.203,0.664,0.474,0.482,0.166,0.153,0.223,0.222,,,
10,0.085,0.106,0.066,0.034,0.031,0.049,0.116,0.219,0.101,0.081,,
10,0.032,0.029,0.019,0.09,0.097,0.138,0.031,0.02,0.018,0.172,,
8,0.094,0.455,0.076,0.405,0.858,0.093,0.141,0.11,,,,
12,0.021,0.023,0.103,0.045,0.026,0.026,0.063,0.02,0.048,0.021,0.023,0.032
11,0.239,0.112,0.159,0.142,0.09,1.298,0.365,0.108,0.07,0.181,0.065,
9,0.097,0.457,0.047,0.034,0.139,0.086,0.018,0.019,0.045,,,
11,0.242,0.332,0.327,0.313,0.232,0.285,0.264,0.232,0.376,0.306,0.32,
12,0.089,0.786,0.051,0.081,0.033,0.131,0.145,0.027,0.078,0.07,0.152,0.036
8,0.99,0.867,0.719,0.498,0.341,0.63,1.523,0.534,,,,
9,0.179,0.322,0.12,0.094,0.091,0.202,0.191,0.355,0.241,,,
9,0.225,0.224,0.282,0.088,2.175,0.45,0.646,0.303,0.082,,,
8,2.5409999,2.2869999,0.224,1.7130001,0.781,0.251,0.234,1.006,,,,
9,0.783,0.815,0.321,0.128,1.03,0.38,0.717,0.356,0.089,,,
9,0.517,0.668,0.303,0.273,0.267,0.482,0.871,0.289,0.39,,,
11,0.334,0.186,0.123,0.125,0.154,0.312,0.228,0.241,0.315,0.26,0.15,
8,0.012,0.023,0.015,0.026,0.299,0.18,1.402,0.036,,,,
11,0.24,0.335,0.07,0.1,0.132,0.232,0.178,0.345,0.192,0.114,0.096,
10,0.109,0.026,0.081,0.061,0.651,0.031,0.603,0.793,0.494,0.354,,
9,0.164,0.179,1.164,0.237,0.168,0.067,0.091,1.434,0.078,,,
11,0.145,0.049,0.022,0.143,0.062,0.056,0.07,0.17,0.119,0.037,0.046,
10,0.048,0.05,0.081,0.073,0.116,0.028,0.132,0.199,0.074,0.067,,
9,1.345,0.897,0.449,0.426,0.672,0.675,0.643,3.013,0.344,,,
9,0.063,0.063,0.044,0.039,0.065,0.066,0.065,0.133,0.019,,,
11,0.706,0.069,0.068,0.943,0.561,0.407,0.418,0.365,0.884,0.051,0.058,
12,1.244,0.781,0.558,0.052,0.948,0.351,0.169,1.0779999,0.282,0.054,0.326,0.983
12,0.051,0.087,0.21,0.201,0.199,0.047,0.048,0.047,0.166,0.356,0.077,0.032
10,0.164,0.529,0.284,0.362,0.159,0.221,0.592,0.043,0.388,0.415,,
8,0.033,0.081,0.035,0.032,0.032,0.106,0.045,0.271,,,,
10,0,0,0.042,0.042,0,0,0,0.049,0.019,0.021,,
9,0.156,0.133,0.11,0.482,0.088,0.089,0.091,0.212,0.072,,,
12,0.084,0.171,0.07,0.099,0.097,0.084,0.128,0.071,0.079,0.11,0.114,0.113
8,0.094,0.131,0.04,0.141,0.084,0.037,0.044,0.095,,,,
11,0.44,0.263,0.236,0.231,0.147,0.363,0.806,0.283,2.079,0.129,0.15,
11,1.3890001,0.727,0.148,0.097,0.161,0.106,0.095,0.192,0.244,0.274,0.07,
12,0.104,0.381,0.39,0.382,0.154,0.063,0.029,0.023,0.052,0.22,0.383,0.392
10,0.462,0.447,0.438,0.383,0.446,0.624,0.591,0.407,0.506,0.256,,
11,0.322,0.352,0.132,0.278,0.183,0.181,0.331,0.43,0.252,0.142,0.157,
9,1.404,0.164,0.122,0.157,0.146,0.206,0.167,0.217,1.416,,,
11,0.272,0.401,0.966,0.355,0.264,0.102,0.212,0.293,0.084,0.154,0.043,
12,0.061,0.446,0.043,0.964,0.634,0.181,0.2,0.192,0.04,0.042,0.33,0.019
11,0.317,1.151,0.456,0.329,0.532,0.376,1.249,1.567,1.303,2.0020001,0.334,
12,0.172,0.049,0.059,0.064,0.137,0.1,0.064,0.047,0.039,0.224,0.1,0.117
11,0.072,0.074,0.056,0.055,0.081,0.062,0.073,0.077,0.074,0.084,0.073,
10,0.101,0.556,0.019,0.044,0.049,0.138,0.105,0.35,0.297,0.052,,
11,0.436,0.178,0.119,0.056,0.179,1.173,0.253,0.31,0.157,0.053,0.091,
11,0.157,0.532,0.044,0.028,0.069,0.013,1.16,0.277,0.268,0.114,0.374,
9,0.14,0.148,0.198,0.127,0.058,0.082,0.133,0.125,0.056,,,
8,0.378,0.418,0.402,0.598,0.34,0.277,0.271,0.119,,,,
8,0.236,0.05,0.13,0.144,0.115,0.133,0.134,0.048,,,,
11,0.084,0.027,0.038,0.02,0.024,0.082,0.156,0.206,0.129,0.016,0.032,
8,0.1,0.236,0.251,0.246,0.027,0.036,0.041,0.286,,,,
9,0.166,0.193,0.215,0.212,0.578,0.684,0.205,0.174,0.659,,,
11,0.175,0.054,0.317,0.44,0.142,0.15,0.15,0.193,0.129,0.205,0.103,
8,0.375,0.404,0.559,0.472,0.199,0.417,0.426,0.234,,,,
9,0.244,0.15,0.231,0.14,0.235,0.3,0.136,0.195,0.149,,,
8,0.109,0.073,0.116,0.174,0.3,0.151,0.062,0.079,,,,
8,0.899,3.0339999,0.841,0.839,0.858,1.35,0.446,4.0960002,,,,
10,0.068,0.103,0.048,0.042,0.077,0.072,0.056,0.576,0.163,0.049,,
10,0.097,0.211,0.918,0.124,0.46,0.39,0.064,0.184,0.165,0.119,,
10,0.895,0.156,0.488,0.422,0.171,0.152,0.21,0.21,0.141,0.158,,
9,0.196,0.158,0.429,0.581,0.176,0.207,0.209,0.192,0.163,,,
10,0.154,0.108,0.485,0.443,0.035,0.06,0.053,1.0420001,0.142,0.167,,
10,0.228,0.183,0.151,0.286,0.403,0.271,0.465,0.312,0.129,0.104,,
11,0.172,0.357,0.198,0.139,0.175,1.357,0.548,0.319,0.239,0.221,0.468,
10,0.588,0.174,0.172,0.038,0.038,0.037,0.088,0.036,0.038,0.036,,
11,0.486,0.041,0.136,0.169,0.17,0.109,0.101,0.083,0.083,0.041,0.08,
8,0.199,0.278,0.389,0.364,0.059,0.792,0.027,0.135,,,,
8,0.796,0.286,0.198,0.096,0.285,0.377,0.035,0.159,,,,
11,0.033,0.033,0.035,0.032,0.028,0.03,0.032,0.073,0.07,0.068,0.07,
12,0.185,0.134,0.1,0.286,0.37,0.156,0.148,0.172,0.254,0.312,0.06,0.062
8,0,0,0,0.001,0,0,0,0,,,,
11,0.105,0.088,0.17,0.201,0.125,0.062,0.06,0.08,0.053,0.045,0.05,
9,0.047,0.088,0.045,0.032,0.665,0.311,0.128,0.047,0.04,,,
10,0.262,0.051,0.087,0.085,0.075,0.475,0.198,0.147,0.173,0.023,,
11,0.671,0.444,0.271,0.063,0.898,0.792,0.149,0.173,0.043,0.154,1.503,
12,0.071,0.309,0.354,0.208,0.227,0.209,0.144,0.222,0.074,0.095,0.314,0.201
10,0.049,0.076,0.043,0.036,0.05,0.033,0.037,0.045,0.044,0.063,,
9,0.051,0.241,0.107,0.084,0.065,0.208,0.242,0.054,0.182,,,
9,0.129,0.164,0.035,0.179,0.207,0.151,0.062,0.043,0.063,,,
12,0.169,0.173,0.223,0.235,0.217,0.088,0.447,0.294,0.07,0.092,0.109,0.35
10,0.18,0.124,0.121,0.005,0.438,0.867,0.116,0.113,0.051,0.059,,
11,0.224,0.035,0.044,0.055,0.042,0.184,0.035,0.024,0.033,0.047,0.009,
8,1.2970001,1.0039999,0.433,0.413,0.625,0.818,0.394,0.958,,,,
9,0.108,0.129,0.154,0.054,0.176,0.273,0.243,0.088,0.032,,,
8,0.09,0.123,0.023,0.026,0.212,0.225,0.157,0.414,,,,
8,0.027,0.037,0.222,0.05,0.027,0.053,0.17,0.216,,,,
8,0.111,0.039,0.031,0.211,0.169,0.053,0.119,0.037,,,,
8,1.197,0.141,0.313,0.461,1.0880001,0.328,0.193,0.299,,,,
10,0.34,0.304,1.268,0.48,0.195,0.17,0.564,0.726,0.514,0.125,,
11,0.023,0.024,0.148,0.159,0.173,0.159,0.169,0.131,0.171,0.149,0.144,
9,0.026,0.09,0.049,0.045,0.041,0.068,0.078,0.249,0.013,,,
8,0.027,0.015,0.027,0.027,0.036,0.023,0.036,0.015,,,,
11,0.956,0.932,0.543,0.13,0.147,0.121,0.159,0.606,0.163,1.026,0.356,
10,0.121,0.135,0.136,0.094,0.126,0.092,0.062,0.044,0.083,0.112,,
8,0.101,0.141,0.144,0.056,0.085,0.374,0.178,0.123,,,,
12,1.076,0.196,0.144,0.129,0.038,0.151,0.073,0.18,0.143,0.181,0.089,0.133
11,0.483,0.502,0.537,0.53,0.548,0.496,0.44,0.481,0.489,0.417,0.422,
12,0.283,0.642,0.718,1.161,1.038,0.175,0.194,1.385,0.528,0.123,0.192,0.19
11,1.082,0.696,1.6059999,0.664,0.616,0.595,0.777,0.686,0.924,0.868,0.339,
9,0.189,0.207,0.449,0.226,0.426,0.184,0.164,0.427,0.156,,,
11,0.096,0.077,0.062,0.083,0.129,0.516,0.139,0.071,0.104,0.624,0.133,
9,0.211,0.356,0.07,0.092,0.072,0.103,0.257,0.423,0.105,,,
12,0.09,0.583,0.185,0.268,0.303,0.407,0.117,0.64,0.379,0.418,0.261,0.327
11,0.731,0.692,0.337,0.303,0.1,0.267,1.071,0.544,0.451,0.129,0.436,
11,0.157,0.413,0.196,0.571,0.133,0.309,0.088,0.043,0.077,0.237,0.175,
9,0.751,0.444,0.38,0.569,0.673,0.847,0.162,0.419,0.466,,,
8,0.191,0.287,0.042,0.085,0.332,0.502,0.197,0.025,,,,
12,0.14,0.123,0.067,0.062,0.091,0.193,0.181,0.481,0.914,0.453,0.048,0.054
11,0.135,0.866,0.104,0.021,0.126,0.28,0.087,0.096,0.097,0.045,0.046,
9,0.506,0.391,0.282,0.162,0.364,0.571,0.221,0.252,0.196,,,
10,0.353,0.262,0.675,0.082,0.089,0.254,0.097,0.081,0.077,0.08,,
8,1.358,0.859,0.537,0.349,0.244,0.27,0.254,0.247,,,,
12,0.235,0.091,0.084,0.108,0.245,0.109,0.042,0.024,0.022,0.173,0.295,0.014
8,0.635,1.311,0.806,0.173,0.201,0.102,0.328,0.695,,,,
